ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
DTW,"Detroit, MI",PBI,"West Palm Beach/Palm Beach, FL"
DTW,"Detroit, MI",GRR,"Grand Rapids, MI"
DTW,"Detroit, MI",TVC,"Traverse City, MI"
DTW,"Detroit, MI",PWM,"Portland, ME"
DTW,"Detroit, MI",SAV,"Savannah, GA"
DTW,"Detroit, MI",LAS,"Las Vegas, NV"
DTW,"Detroit, MI",SAN,"San Diego, CA"
DTW,"Detroit, MI",MKE,"Milwaukee, WI"
DTW,"Detroit, MI",JFK,"New York, NY"
DTW,"Detroit, MI",CLE,"Cleveland, OH"
DTW,"Detroit, MI",CVG,"Cincinnati, OH"
DTW,"Detroit, MI",TYS,"Knoxville, TN"
DTW,"Detroit, MI",CMH,"Columbus, OH"
DTW,"Detroit, MI",GSO,"Greensboro/High Point, NC"
DTW,"Detroit, MI",DAY,"Dayton, OH"
DTW,"Detroit, MI",ITH,"Ithaca/Cortland, NY"
DTW,"Detroit, MI",ABE,"Allentown/Bethlehem/Easton, PA"
DTW,"Detroit, MI",GSP,"Greer, SC"
DTW,"Detroit, MI",SYR,"Syracuse, NY"
DTW,"Detroit, MI",MBS,"Saginaw/Bay City/Midland, MI"
DTW,"Detroit, MI",CID,"Cedar Rapids/Iowa City, IA"
DTW,"Detroit, MI",CWA,"Mosinee, WI"
DTW,"Detroit, MI",ATW,"Appleton, WI"
DTW,"Detroit, MI",AZO,"Kalamazoo, MI"
DTW,"Detroit, MI",MKE,"Milwaukee, WI"
DTW,"Detroit, MI",BGM,"Binghamton, NY"
DTW,"Detroit, MI",MSN,"Madison, WI"
DTW,"Detroit, MI",ORF,"Norfolk, VA"
DTW,"Detroit, MI",MEM,"Memphis, TN"
DTW,"Detroit, MI",IND,"Indianapolis, IN"
DTW,"Detroit, MI",PVD,"Providence, RI"
DTW,"Detroit, MI",PIT,"Pittsburgh, PA"
DTW,"Detroit, MI",LAN,"Lansing, MI"
DTW,"Detroit, MI",LEX,"Lexington, KY"
DTW,"Detroit, MI",LGA,"New York, NY"
DTW,"Detroit, MI",JFK,"New York, NY"
DTW,"Detroit, MI",BTV,"Burlington, VT"
DTW,"Detroit, MI",RIC,"Richmond, VA"
DTW,"Detroit, MI",ROC,"Rochester, NY"
DTW,"Detroit, MI",TVC,"Traverse City, MI"
DTW,"Detroit, MI",DSM,"Des Moines, IA"
DTW,"Detroit, MI",ALB,"Albany, NY"
DTW,"Detroit, MI",BMI,"Bloomington/Normal, IL"
DTW,"Detroit, MI",CHA,"Chattanooga, TN"
DTW,"Detroit, MI",EWR,"Newark, NJ"
DTW,"Detroit, MI",BWI,"Baltimore, MD"
DTW,"Detroit, MI",IAD,"Washington, DC"
DTW,"Detroit, MI",EWR,"Newark, NJ"
DTW,"Detroit, MI",MEM,"Memphis, TN"
DTW,"Detroit, MI",IND,"Indianapolis, IN"
DTW,"Detroit, MI",LCK,"Columbus, OH"
DTW,"Detroit, MI",MIA,"Miami, FL"
DTW,"Detroit, MI",IAH,"Houston, TX"
DTW,"Detroit, MI",TPA,"Tampa, FL"
DTW,"Detroit, MI",LAS,"Las Vegas, NV"
DTW,"Detroit, MI",MSP,"Minneapolis, MN"
DTW,"Detroit, MI",MYR,"Myrtle Beach, SC"
DTW,"Detroit, MI",PHL,"Philadelphia, PA"
DTW,"Detroit, MI",MSY,"New Orleans, LA"
DTW,"Detroit, MI",DFW,"Dallas/Fort Worth, TX"
DTW,"Detroit, MI",LGA,"New York, NY"
DTW,"Detroit, MI",ATL,"Atlanta, GA"
DTW,"Detroit, MI",LAX,"Los Angeles, CA"
DTW,"Detroit, MI",FLL,"Fort Lauderdale, FL"
DTW,"Detroit, MI",RSW,"Fort Myers, FL"
DTW,"Detroit, MI",MCO,"Orlando, FL"
DTW,"Detroit, MI",MIA,"Miami, FL"
DTW,"Detroit, MI",CLT,"Charlotte, NC"
DTW,"Detroit, MI",DFW,"Dallas/Fort Worth, TX"
DTW,"Detroit, MI",PHX,"Phoenix, AZ"
DTW,"Detroit, MI",OPF,"Miami, FL"
DTW,"Detroit, MI",ORD,"Chicago, IL"
DTW,"Detroit, MI",CLT,"Charlotte, NC"
DTW,"Detroit, MI",PHL,"Philadelphia, PA"
DTW,"Detroit, MI",DCA,"Washington, DC"
DTW,"Detroit, MI",SEA,"Seattle, WA"
DTW,"Detroit, MI",DEN,"Denver, CO"
DTW,"Detroit, MI",LAS,"Las Vegas, NV"
DTW,"Detroit, MI",RDU,"Raleigh/Durham, NC"
DTW,"Detroit, MI",ATL,"Atlanta, GA"
DTW,"Detroit, MI",MCO,"Orlando, FL"
DTW,"Detroit, MI",CVG,"Cincinnati, OH"
DTW,"Detroit, MI",CLE,"Cleveland, OH"
DTW,"Detroit, MI",ORD,"Chicago, IL"
DTW,"Detroit, MI",STL,"St. Louis, MO"
DTW,"Detroit, MI",IAH,"Houston, TX"
DTW,"Detroit, MI",CMH,"Columbus, OH"
DTW,"Detroit, MI",DAY,"Dayton, OH"
DTW,"Detroit, MI",OMA,"Omaha, NE"
DTW,"Detroit, MI",DEN,"Denver, CO"
DTW,"Detroit, MI",MDT,"Harrisburg, PA"
DTW,"Detroit, MI",ITH,"Ithaca/Cortland, NY"
DTW,"Detroit, MI",ABE,"Allentown/Bethlehem/Easton, PA"
DTW,"Detroit, MI",GSP,"Greer, SC"
DTW,"Detroit, MI",SYR,"Syracuse, NY"
DTW,"Detroit, MI",MBS,"Saginaw/Bay City/Midland, MI"
DTW,"Detroit, MI",GRB,"Green Bay, WI"
DTW,"Detroit, MI",ATW,"Appleton, WI"
DTW,"Detroit, MI",ESC,"Escanaba, MI"
DTW,"Detroit, MI",MKE,"Milwaukee, WI"
DTW,"Detroit, MI",PLN,"Pellston, MI"
DTW,"Detroit, MI",SBN,"South Bend, IN"
DTW,"Detroit, MI",SCE,"State College, PA"
DTW,"Detroit, MI",MSN,"Madison, WI"
DTW,"Detroit, MI",MEM,"Memphis, TN"
DTW,"Detroit, MI",IND,"Indianapolis, IN"
DTW,"Detroit, MI",BHM,"Birmingham, AL"
DTW,"Detroit, MI",PHL,"Philadelphia, PA"
DTW,"Detroit, MI",PVD,"Providence, RI"
DTW,"Detroit, MI",ELM,"Elmira/Corning, NY"
DTW,"Detroit, MI",PIT,"Pittsburgh, PA"
DTW,"Detroit, MI",IAD,"Washington, DC"
DTW,"Detroit, MI",MQT,"Marquette, MI"
DTW,"Detroit, MI",IMT,"Iron Mountain/Kingsfd, MI"
DTW,"Detroit, MI",APN,"Alpena, MI"
DTW,"Detroit, MI",CIU,"Sault Ste. Marie, MI"
DTW,"Detroit, MI",HPN,"White Plains, NY"
DTW,"Detroit, MI",MDW,"Chicago, IL"
DTW,"Detroit, MI",BTV,"Burlington, VT"
DTW,"Detroit, MI",RIC,"Richmond, VA"
DTW,"Detroit, MI",ROC,"Rochester, NY"
DTW,"Detroit, MI",SDF,"Louisville, KY"
DTW,"Detroit, MI",TVC,"Traverse City, MI"
DTW,"Detroit, MI",ALB,"Albany, NY"
DTW,"Detroit, MI",BMI,"Bloomington/Normal, IL"
DTW,"Detroit, MI",FWA,"Fort Wayne, IN"
DTW,"Detroit, MI",HSV,"Huntsville, AL"
DTW,"Detroit, MI",RFD,"Rockford, IL"
DTW,"Detroit, MI",PHL,"Philadelphia, PA"
DTW,"Detroit, MI",SDF,"Louisville, KY"
DTW,"Detroit, MI",CVG,"Cincinnati, OH"
DTW,"Detroit, MI",MKE,"Milwaukee, WI"
DTW,"Detroit, MI",ORD,"Chicago, IL"
DTW,"Detroit, MI",CMH,"Columbus, OH"
DTW,"Detroit, MI",EWR,"Newark, NJ"
DTW,"Detroit, MI",CLT,"Charlotte, NC"
DTW,"Detroit, MI",PHL,"Philadelphia, PA"
DTW,"Detroit, MI",PIT,"Pittsburgh, PA"
DTW,"Detroit, MI",IAD,"Washington, DC"
DTW,"Detroit, MI",LEX,"Lexington, KY"
DTW,"Detroit, MI",LGA,"New York, NY"
DTW,"Detroit, MI",DCA,"Washington, DC"
DTW,"Detroit, MI",IAD,"Washington, DC"
DTW,"Detroit, MI",ORD,"Chicago, IL"
DTW,"Detroit, MI",LAX,"Los Angeles, CA"
DTW,"Detroit, MI",BOS,"Boston, MA"
DTW,"Detroit, MI",JFK,"New York, NY"
DTW,"Detroit, MI",RNO,"Reno, NV"
DTW,"Detroit, MI",ACY,"Atlantic City, NJ"
DTW,"Detroit, MI",GPT,"Gulfport/Biloxi, MS"
DTW,"Detroit, MI",STL,"St. Louis, MO"
DTW,"Detroit, MI",ONT,"Ontario, CA"
DTW,"Detroit, MI",DEN,"Denver, CO"
DTW,"Detroit, MI",LAS,"Las Vegas, NV"
DTW,"Detroit, MI",BWI,"Baltimore, MD"
DTW,"Detroit, MI",DAL,"Dallas, TX"
DTW,"Detroit, MI",HOU,"Houston, TX"
DTW,"Detroit, MI",BNA,"Nashville, TN"
DTW,"Detroit, MI",SJC,"San Jose, CA"
DTW,"Detroit, MI",FLL,"Fort Lauderdale, FL"
DTW,"Detroit, MI",BZN,"Bozeman, MT"
DTW,"Detroit, MI",PHX,"Phoenix, AZ"
DTW,"Detroit, MI",MDW,"Chicago, IL"
DTW,"Detroit, MI",RSW,"Fort Myers, FL"
DTW,"Detroit, MI",MCO,"Orlando, FL"
DTW,"Detroit, MI",OKC,"Oklahoma City, OK"
DTW,"Detroit, MI",ORD,"Chicago, IL"
DTW,"Detroit, MI",EWR,"Newark, NJ"
DTW,"Detroit, MI",DEN,"Denver, CO"
DTW,"Detroit, MI",IAD,"Washington, DC"
DTW,"Detroit, MI",IAH,"Houston, TX"
DTW,"Detroit, MI",MKC,"Kansas City, MO"
DUJ,"DuBois, PA",PIT,"Pittsburgh, PA"
DUJ,"DuBois, PA",IAD,"Washington, DC"
DUT,"Unalaska, AK",KQA,"Akutan, AK"
DUT,"Unalaska, AK",7AK,"Akun, AK"
DUT,"Unalaska, AK",AKB,"Atka, AK"
DUT,"Unalaska, AK",IKO,"Nikolski, AK"
DUT,"Unalaska, AK",SNP,"St. Paul, AK"
DUT,"Unalaska, AK",STG,"St. George Island, AK"
DUT,"Unalaska, AK",CDB,"Cold Bay, AK"
DUT,"Unalaska, AK",ANC,"Anchorage, AK"
DUT,"Unalaska, AK",KFP,"False Pass, AK"
DUT,"Unalaska, AK",IKO,"Nikolski, AK"
DUT,"Unalaska, AK",ANC,"Anchorage, AK"
DUT,"Unalaska, AK",ADQ,"Kodiak, AK"
DUT,"Unalaska, AK",ANC,"Anchorage, AK"
DUT,"Unalaska, AK",CDB,"Cold Bay, AK"
DUT,"Unalaska, AK",ANC,"Anchorage, AK"
DVL,"Devils Lake, ND",DEN,"Denver, CO"
DVL,"Devils Lake, ND",JMS,"Jamestown, ND"
DXR,"Danbury, CT",ACK,"Nantucket, MA"
EAA,"Eagle, AK",FAI,"Fairbanks, AK"
EAA,"Eagle, AK",FAI,"Fairbanks, AK"
EAA,"Eagle, AK",FAI,"Fairbanks, AK"
EAR,"Kearney, NE",OMA,"Omaha, NE"
EAR,"Kearney, NE",DEN,"Denver, CO"
EAR,"Kearney, NE",ORD,"Chicago, IL"
EAT,"Wenatchee, WA",SEA,"Seattle, WA"
EAT,"Wenatchee, WA",GEG,"Spokane, WA"
EAU,"Eau Claire, WI",ORD,"Chicago, IL"
EAU,"Eau Claire, WI",PGA,"Page, AZ"
ECP,"Panama City, FL",CAE,"Columbia, SC"
ECP,"Panama City, FL",ATL,"Atlanta, GA"
ECP,"Panama City, FL",IAH,"Houston, TX"
ECP,"Panama City, FL",DFW,"Dallas/Fort Worth, TX"
ECP,"Panama City, FL",DCA,"Washington, DC"
ECP,"Panama City, FL",CMH,"Columbus, OH"
ECP,"Panama City, FL",DEN,"Denver, CO"
ECP,"Panama City, FL",DFW,"Dallas/Fort Worth, TX"
ECP,"Panama City, FL",MDW,"Chicago, IL"
ECP,"Panama City, FL",CLT,"Charlotte, NC"
ECP,"Panama City, FL",DCA,"Washington, DC"
ECP,"Panama City, FL",BWI,"Baltimore, MD"
ECP,"Panama City, FL",DCA,"Washington, DC"
ECP,"Panama City, FL",ORD,"Chicago, IL"
ECP,"Panama City, FL",SBA,"Santa Barbara, CA"
ECP,"Panama City, FL",STL,"St. Louis, MO"
ECP,"Panama City, FL",CMH,"Columbus, OH"
ECP,"Panama City, FL",OMA,"Omaha, NE"
ECP,"Panama City, FL",DEN,"Denver, CO"
ECP,"Panama City, FL",BWI,"Baltimore, MD"
ECP,"Panama City, FL",MSP,"Minneapolis, MN"
ECP,"Panama City, FL",SEA,"Seattle, WA"
ECP,"Panama City, FL",LBB,"Lubbock, TX"
ECP,"Panama City, FL",IND,"Indianapolis, IN"
ECP,"Panama City, FL",DAL,"Dallas, TX"
ECP,"Panama City, FL",HOU,"Houston, TX"
ECP,"Panama City, FL",BNA,"Nashville, TN"
ECP,"Panama City, FL",LAX,"Los Angeles, CA"
ECP,"Panama City, FL",BZN,"Bozeman, MT"
ECP,"Panama City, FL",PHX,"Phoenix, AZ"
ECP,"Panama City, FL",AUS,"Austin, TX"
ECP,"Panama City, FL",MDW,"Chicago, IL"
ECP,"Panama City, FL",MCI,"Kansas City, MO"
ECP,"Panama City, FL",HRL,"Harlingen/San Benito, TX"
ECP,"Panama City, FL",DFW,"Dallas/Fort Worth, TX"
EDA,"Edna Bay, AK",WFB,"Ketchikan, AK"
EDA,"Edna Bay, AK",NKI,"Naukiti, AK"
EEK,"Eek, AK",BET,"Bethel, AK"
EEK,"Eek, AK",BET,"Bethel, AK"
EEK,"Eek, AK",BET,"Bethel, AK"
EEK,"Eek, AK",BET,"Bethel, AK"
EEK,"Eek, AK",KWN,"Quinhagak, AK"
EEN,"Keene, NH",TEB,"Teterboro, NJ"
EGE,"Eagle, CO",HHR,"Hawthorne, CA"
EGE,"Eagle, CO",DFW,"Dallas/Fort Worth, TX"
EGE,"Eagle, CO",STS,"Santa Rosa, CA"
EGE,"Eagle, CO",DAL,"Dallas, TX"
EGE,"Eagle, CO",SRQ,"Sarasota/Bradenton, FL"
EGE,"Eagle, CO",ASE,"Aspen, CO"
EGE,"Eagle, CO",DEN,"Denver, CO"
EGE,"Eagle, CO",AMA,"Amarillo, TX"
EGE,"Eagle, CO",SBA,"Santa Barbara, CA"
EGE,"Eagle, CO",EUG,"Eugene, OR"
EGE,"Eagle, CO",TYR,"Tyler, TX"
EGX,"Egegik, AK",HOM,"Homer, AK"
EGX,"Egegik, AK",AKN,"King Salmon, AK"
EGX,"Egegik, AK",PTH,"Port Heiden, AK"
EGX,"Egegik, AK",AKN,"King Salmon, AK"
EGX,"Egegik, AK",ANC,"Anchorage, AK"
EGX,"Egegik, AK",ANC,"Anchorage, AK"
EGX,"Egegik, AK",ANC,"Anchorage, AK"
EHM,"Cape Newenham, AK",DLG,"Dillingham, AK"
EHM,"Cape Newenham, AK",BET,"Bethel, AK"
EKO,"Elko, NV",SLC,"Salt Lake City, UT"
ELD,"El Dorado, AR",MEM,"Memphis, TN"
ELD,"El Dorado, AR",DFW,"Dallas/Fort Worth, TX"
ELI,"Elim, AK",OME,"Nome, AK"
ELI,"Elim, AK",GLV,"Golovin, AK"
ELI,"Elim, AK",WMO,"White Mountain, AK"
ELI,"Elim, AK",UNK,"Unalakleet, AK"
ELI,"Elim, AK",OME,"Nome, AK"
ELI,"Elim, AK",OME,"Nome, AK"
ELM,"Elmira/Corning, NY",ROC,"Rochester, NY"
ELM,"Elmira/Corning, NY",DTW,"Detroit, MI"
ELM,"Elmira/Corning, NY",SFB,"Sanford, FL"
ELM,"Elmira/Corning, NY",PIE,"St. Petersburg, FL"
ELN,"Ellensburg, WA",BFI,"Seattle, WA"
ELP,"El Paso, TX",ATL,"Atlanta, GA"
ELP,"El Paso, TX",JZT,"Arlington, TX"
ELP,"El Paso, TX",GSP,"Greer, SC"
ELP,"El Paso, TX",IAH,"Houston, TX"
ELP,"El Paso, TX",DEN,"Denver, CO"
ELP,"El Paso, TX",PUB,"Pueblo, CO"
ELP,"El Paso, TX",COS,"Colorado Springs, CO"
ELP,"El Paso, TX",CRP,"Corpus Christi, TX"
ELP,"El Paso, TX",MEM,"Memphis, TN"
ELP,"El Paso, TX",IND,"Indianapolis, IN"
ELP,"El Paso, TX",OKC,"Oklahoma City, OK"
ELP,"El Paso, TX",JAX,"Jacksonville, FL"
ELP,"El Paso, TX",DFW,"Dallas/Fort Worth, TX"
ELP,"El Paso, TX",ORD,"Chicago, IL"
ELP,"El Paso, TX",DFW,"Dallas/Fort Worth, TX"
ELP,"El Paso, TX",AUS,"Austin, TX"
ELP,"El Paso, TX",SEA,"Seattle, WA"
ELP,"El Paso, TX",DTW,"Detroit, MI"
ELP,"El Paso, TX",TOL,"Toledo, OH"
ELP,"El Paso, TX",AGS,"Augusta, GA"
ELP,"El Paso, TX",DAL,"Dallas, TX"
ELP,"El Paso, TX",ALO,"Waterloo, IA"
ELP,"El Paso, TX",YIP,"Detroit, MI"
ELP,"El Paso, TX",MGM,"Montgomery, AL"
ELP,"El Paso, TX",DEN,"Denver, CO"
ELP,"El Paso, TX",LAS,"Las Vegas, NV"
ELP,"El Paso, TX",MCO,"Orlando, FL"
ELP,"El Paso, TX",CVG,"Cincinnati, OH"
ELP,"El Paso, TX",ORD,"Chicago, IL"
ELP,"El Paso, TX",LAX,"Los Angeles, CA"
ELP,"El Paso, TX",PHX,"Phoenix, AZ"
ELP,"El Paso, TX",CVG,"Cincinnati, OH"
ELP,"El Paso, TX",ONT,"Ontario, CA"
ELP,"El Paso, TX",SDF,"Louisville, KY"
ELP,"El Paso, TX",SAT,"San Antonio, TX"
ELP,"El Paso, TX",AEX,"Alexandria, LA"
ELP,"El Paso, TX",IAH,"Houston, TX"
ELP,"El Paso, TX",DEN,"Denver, CO"
ELP,"El Paso, TX",SAN,"San Diego, CA"
ELP,"El Paso, TX",JAX,"Jacksonville, FL"
ELP,"El Paso, TX",AZA,"Phoenix, AZ"
ELP,"El Paso, TX",SWF,"Newburgh/Poughkeepsie, NY"
ELP,"El Paso, TX",YUM,"Yuma, AZ"
ELP,"El Paso, TX",JAX,"Jacksonville, FL"
ELP,"El Paso, TX",PTK,"Pontiac, MI"
ELP,"El Paso, TX",GSP,"Greer, SC"
ELP,"El Paso, TX",DAL,"Dallas, TX"
ELP,"El Paso, TX",MGM,"Montgomery, AL"
ELP,"El Paso, TX",LAS,"Las Vegas, NV"
ELP,"El Paso, TX",ORD,"Chicago, IL"
ELP,"El Paso, TX",ONT,"Ontario, CA"
ELP,"El Paso, TX",SAT,"San Antonio, TX"
ELP,"El Paso, TX",SMF,"Sacramento, CA"
ELP,"El Paso, TX",CMH,"Columbus, OH"
ELP,"El Paso, TX",TPA,"Tampa, FL"
ELP,"El Paso, TX",DEN,"Denver, CO"
ELP,"El Paso, TX",SLC,"Salt Lake City, UT"
ELP,"El Paso, TX",LAS,"Las Vegas, NV"
ELP,"El Paso, TX",SAN,"San Diego, CA"
ELP,"El Paso, TX",PDX,"Portland, OR"
ELP,"El Paso, TX",BHM,"Birmingham, AL"
ELP,"El Paso, TX",DAL,"Dallas, TX"
ELP,"El Paso, TX",HOU,"Houston, TX"
ELP,"El Paso, TX",MSY,"New Orleans, LA"
ELP,"El Paso, TX",BDL,"Hartford, CT"
ELP,"El Paso, TX",LGA,"New York, NY"
ELP,"El Paso, TX",ATL,"Atlanta, GA"
ELP,"El Paso, TX",LAX,"Los Angeles, CA"
ELP,"El Paso, TX",SJC,"San Jose, CA"
ELP,"El Paso, TX",FLL,"Fort Lauderdale, FL"
ELP,"El Paso, TX",PHX,"Phoenix, AZ"
ELP,"El Paso, TX",AUS,"Austin, TX"
ELP,"El Paso, TX",MDW,"Chicago, IL"
ELP,"El Paso, TX",ICT,"Wichita, KS"
ELP,"El Paso, TX",DCA,"Washington, DC"
ELP,"El Paso, TX",MCO,"Orlando, FL"
ELP,"El Paso, TX",DSM,"Des Moines, IA"
ELP,"El Paso, TX",OKC,"Oklahoma City, OK"
ELP,"El Paso, TX",JAN,"Jackson/Vicksburg, MS"
ELP,"El Paso, TX",DEN,"Denver, CO"
ELP,"El Paso, TX",ABQ,"Albuquerque, NM"
ELP,"El Paso, TX",IAH,"Houston, TX"
ELP,"El Paso, TX",DFW,"Dallas/Fort Worth, TX"
ELP,"El Paso, TX",PHX,"Phoenix, AZ"
ELV,"Elfin Cove, AK",JNU,"Juneau, AK"
ELV,"Elfin Cove, AK",JNU,"Juneau, AK"
EMK,"Emmonak, AK",BET,"Bethel, AK"
EMK,"Emmonak, AK",KOT,"Kotlik, AK"
EMK,"Emmonak, AK",SXP,"Sheldon Point, AK"
EMK,"Emmonak, AK",ANC,"Anchorage, AK"
EMK,"Emmonak, AK",AUK,"Alakanuk, AK"
EMK,"Emmonak, AK",KOT,"Kotlik, AK"
EMK,"Emmonak, AK",SXP,"Sheldon Point, AK"
EMK,"Emmonak, AK",MOU,"Mountain Village, AK"
EMK,"Emmonak, AK",BET,"Bethel, AK"
EMK,"Emmonak, AK",AUK,"Alakanuk, AK"
EMK,"Emmonak, AK",BET,"Bethel, AK"
ENA,"Kenai, AK",AKN,"King Salmon, AK"
ENA,"Kenai, AK",ANC,"Anchorage, AK"
ENA,"Kenai, AK",ANC,"Anchorage, AK"
ENA,"Kenai, AK",ANC,"Anchorage, AK"
ERI,"Erie, PA",ORD,"Chicago, IL"
ERI,"Erie, PA",PA5,"West Chester, PA"
ERI,"Erie, PA",ALB,"Albany, NY"
ERI,"Erie, PA",CLT,"Charlotte, NC"
ESC,"Escanaba, MI",MKE,"Milwaukee, WI"
ESC,"Escanaba, MI",MSP,"Minneapolis, MN"
ESC,"Escanaba, MI",DTW,"Detroit, MI"
ESD,"Eastsound, WA",FRD,"Friday Harbor, WA"
ESD,"Eastsound, WA",FRD,"Friday Harbor, WA"
ESD,"Eastsound, WA",BFI,"Seattle, WA"
ESD,"Eastsound, WA",KLS,"Kelso, WA"
ESD,"Eastsound, WA",PAE,"Everett, WA"
ESD,"Eastsound, WA",BLI,"Bellingham, WA"
ESD,"Eastsound, WA",BFI,"Seattle, WA"
ESD,"Eastsound, WA",PAE,"Everett, WA"
EUG,"Eugene, OR",PDX,"Portland, OR"
EUG,"Eugene, OR",DFW,"Dallas/Fort Worth, TX"
EUG,"Eugene, OR",PHX,"Phoenix, AZ"
EUG,"Eugene, OR",SEA,"Seattle, WA"
EUG,"Eugene, OR",PDX,"Portland, OR"
EUG,"Eugene, OR",SLC,"Salt Lake City, UT"
EUG,"Eugene, OR",SEA,"Seattle, WA"
EUG,"Eugene, OR",LAX,"Los Angeles, CA"
EUG,"Eugene, OR",SFO,"San Francisco, CA"
EUG,"Eugene, OR",BUR,"Burbank, CA"
EUG,"Eugene, OR",VNY,"Van Nuys, CA"
EUG,"Eugene, OR",RNO,"Reno, NV"
EUG,"Eugene, OR",LAS,"Las Vegas, NV"
EUG,"Eugene, OR",OAK,"Oakland, CA"
EUG,"Eugene, OR",SAN,"San Diego, CA"
EUG,"Eugene, OR",AZA,"Phoenix, AZ"
EUG,"Eugene, OR",LAX,"Los Angeles, CA"
EUG,"Eugene, OR",SNA,"Santa Ana, CA"
EUG,"Eugene, OR",SAT,"San Antonio, TX"
EUG,"Eugene, OR",DEN,"Denver, CO"
EUG,"Eugene, OR",LAS,"Las Vegas, NV"
EUG,"Eugene, OR",OAK,"Oakland, CA"
EUG,"Eugene, OR",AMA,"Amarillo, TX"
EUG,"Eugene, OR",DAL,"Dallas, TX"
EUG,"Eugene, OR",MSY,"New Orleans, LA"
EUG,"Eugene, OR",SJC,"San Jose, CA"
EUG,"Eugene, OR",AUS,"Austin, TX"
EUG,"Eugene, OR",ORD,"Chicago, IL"
EUG,"Eugene, OR",DEN,"Denver, CO"
EUG,"Eugene, OR",ABQ,"Albuquerque, NM"
EUG,"Eugene, OR",IND,"Indianapolis, IN"
EUG,"Eugene, OR",IAD,"Washington, DC"
EUG,"Eugene, OR",SFO,"San Francisco, CA"
EVV,"Evansville, IN",SFB,"Sanford, FL"
EVV,"Evansville, IN",VPS,"Valparaiso, FL"
EVV,"Evansville, IN",DFW,"Dallas/Fort Worth, TX"
EVV,"Evansville, IN",CLT,"Charlotte, NC"
EVV,"Evansville, IN",ATL,"Atlanta, GA"
EVV,"Evansville, IN",ATL,"Atlanta, GA"
EVV,"Evansville, IN",DFW,"Dallas/Fort Worth, TX"
EVV,"Evansville, IN",IFP,"Bullhead City, AZ"
EWB,"New Bedford/Fall River, MA",MVY,"Martha's Vineyard, MA"
EWB,"New Bedford/Fall River, MA",ACK,"Nantucket, MA"
EWB,"New Bedford/Fall River, MA",NH4,"Moultonboro, NH"
EWB,"New Bedford/Fall River, MA",IAD,"Washington, DC"
EWB,"New Bedford/Fall River, MA",ACK,"Nantucket, MA"
EWN,"New Bern/Morehead/Beaufort, NC",RDU,"Raleigh/Durham, NC"
EWN,"New Bern/Morehead/Beaufort, NC",BDL,"Hartford, CT"
EWN,"New Bern/Morehead/Beaufort, NC",CLT,"Charlotte, NC"
EWN,"New Bern/Morehead/Beaufort, NC",DCA,"Washington, DC"
EWN,"New Bern/Morehead/Beaufort, NC",ACK,"Nantucket, MA"
EWR,"Newark, NJ",DTW,"Detroit, MI"
EWR,"Newark, NJ",SLC,"Salt Lake City, UT"
EWR,"Newark, NJ",MSP,"Minneapolis, MN"
EWR,"Newark, NJ",ATL,"Atlanta, GA"
EWR,"Newark, NJ",CHA,"Chattanooga, TN"
EWR,"Newark, NJ",ORD,"Chicago, IL"
EWR,"Newark, NJ",BED,"Bedford, MA"
EWR,"Newark, NJ",CVG,"Cincinnati, OH"
EWR,"Newark, NJ",MSP,"Minneapolis, MN"
EWR,"Newark, NJ",RDU,"Raleigh/Durham, NC"
EWR,"Newark, NJ",DTW,"Detroit, MI"
EWR,"Newark, NJ",CVG,"Cincinnati, OH"
EWR,"Newark, NJ",BUF,"Buffalo, NY"
EWR,"Newark, NJ",STL,"St. Louis, MO"
EWR,"Newark, NJ",GSO,"Greensboro/High Point, NC"
EWR,"Newark, NJ",AVP,"Scranton/Wilkes-Barre, PA"
EWR,"Newark, NJ",ACK,"Nantucket, MA"
EWR,"Newark, NJ",MDT,"Harrisburg, PA"
EWR,"Newark, NJ",ITH,"Ithaca/Cortland, NY"
EWR,"Newark, NJ",SYR,"Syracuse, NY"
EWR,"Newark, NJ",HHH,"Hilton Head, SC"
EWR,"Newark, NJ",SCE,"State College, PA"
EWR,"Newark, NJ",PVD,"Providence, RI"
EWR,"Newark, NJ",PIT,"Pittsburgh, PA"
EWR,"Newark, NJ",PQI,"Presque Isle/Houlton, ME"
EWR,"Newark, NJ",IAD,"Washington, DC"
EWR,"Newark, NJ",DCA,"Washington, DC"
EWR,"Newark, NJ",BTV,"Burlington, VT"
EWR,"Newark, NJ",MHT,"Manchester, NH"
EWR,"Newark, NJ",RIC,"Richmond, VA"
EWR,"Newark, NJ",ROC,"Rochester, NY"
EWR,"Newark, NJ",SDF,"Louisville, KY"
EWR,"Newark, NJ",GRR,"Grand Rapids, MI"
EWR,"Newark, NJ",ALB,"Albany, NY"
EWR,"Newark, NJ",ILM,"Wilmington, NC"
EWR,"Newark, NJ",ORD,"Chicago, IL"
EWR,"Newark, NJ",GSO,"Greensboro/High Point, NC"
EWR,"Newark, NJ",OAK,"Oakland, CA"
EWR,"Newark, NJ",MDT,"Harrisburg, PA"
EWR,"Newark, NJ",BWI,"Baltimore, MD"
EWR,"Newark, NJ",SYR,"Syracuse, NY"
EWR,"Newark, NJ",SEA,"Seattle, WA"
EWR,"Newark, NJ",PDX,"Portland, OR"
EWR,"Newark, NJ",AFW,"Dallas/Fort Worth, TX"
EWR,"Newark, NJ",MEM,"Memphis, TN"
